image_id,file_name,seed_category,pang_candidate,scope,wat,license,author,width,height,url,thumb_url,sha1
File:วัดพนัญเชิงวรวิหาร (ห่มผ้า)01.jpg,วัดพนัญเชิงวรวิหาร (ห่มผ้า)01.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Jidapa Tansutat,4608,3072,https://upload.wikimedia.org/wikipedia/commons/1/19/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%28%E0%B8%AB%E0%B9%88%E0%B8%A1%E0%B8%9C%E0%B9%89%E0%B8%B2%2901.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%28%E0%B8%AB%E0%B9%88%E0%B8%A1%E0%B8%9C%E0%B9%89%E0%B8%B2%2901.jpg,8fe05cff2614121511d87cc445329519eb7ecff0
File:วัดพนัญเชิงวรวิหาร 001.jpg,วัดพนัญเชิงวรวิหาร 001.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Jidapa Tansutat,4608,3072,https://upload.wikimedia.org/wikipedia/commons/9/91/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_001.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20001.jpg,f972191f68564990961e9899391616d5622fcadf
File:วัดพนัญเชิงวรวิหาร 003.jpg,วัดพนัญเชิงวรวิหาร 003.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Jidapa Tansutat,4608,3072,https://upload.wikimedia.org/wikipedia/commons/d/d6/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_003.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20003.jpg,2723542397e7bf155ac025d28d7f97ccaee55595
File:วัดพนัญเชิงวรวิหาร 005.jpg,วัดพนัญเชิงวรวิหาร 005.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Jidapa Tansutat,4608,3072,https://upload.wikimedia.org/wikipedia/commons/5/5d/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_005.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20005.jpg,01fe4b4fa9970e33f9189f8ed2bcb159ffefc006
File:วัดพนัญเชิงวรวิหาร 01.jpg,วัดพนัญเชิงวรวิหาร 01.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Jidapa Tansutat,4608,3072,https://upload.wikimedia.org/wikipedia/commons/e/e1/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_01.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%2001.jpg,f5d05d138b55b51f00d7d2c93b5c17128b56a264
File:วัดพนัญเชิงวรวิหาร 02.jpg,วัดพนัญเชิงวรวิหาร 02.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Jidapa Tansutat,4608,3072,https://upload.wikimedia.org/wikipedia/commons/f/f8/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_02.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%2002.jpg,2385f0ade204edcfc4776db1c7b70c64584b4a73
File:วัดพนัญเชิงวรวิหาร 03.jpg,วัดพนัญเชิงวรวิหาร 03.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Jidapa Tansutat,3072,4608,https://upload.wikimedia.org/wikipedia/commons/e/ee/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_03.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%2003.jpg,9990d7398336e8743763f01141d95e055641d338
File:วัดพนัญเชิงวรวิหาร 04.jpg,วัดพนัญเชิงวรวิหาร 04.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Jidapa Tansutat,4608,3072,https://upload.wikimedia.org/wikipedia/commons/7/70/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_04.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%2004.jpg,b69db6ca4e805235eee53a90e96f1545ded1ff61
File:วัดพนัญเชิงวรวิหาร 1.JPG,วัดพนัญเชิงวรวิหาร 1.JPG,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Yakuzakorat,4501,3001,https://upload.wikimedia.org/wikipedia/commons/b/bd/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_1.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%201.JPG,2f828c5987aebbd4dd24ef2ce21eee871d250906
File:วัดพนัญเชิงวรวิหาร 2.JPG,วัดพนัญเชิงวรวิหาร 2.JPG,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Yakuzakorat,4752,3168,https://upload.wikimedia.org/wikipedia/commons/b/ba/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_2.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%202.JPG,85fbfc78c7a2edc99912595014d9356a39fdd426
File:วัดพนัญเชิงวรวิหาร 3.JPG,วัดพนัญเชิงวรวิหาร 3.JPG,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Yakuzakorat,4752,3168,https://upload.wikimedia.org/wikipedia/commons/7/7f/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_3.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%203.JPG,df670a7b4abe8c36553b1c0e5665e393f6c7948f
File:วัดพนัญเชิงวรวิหาร 5.JPG,วัดพนัญเชิงวรวิหาร 5.JPG,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Yakuzakorat,5472,3648,https://upload.wikimedia.org/wikipedia/commons/3/34/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_5.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%205.JPG,948459bcab449bdbb89861fcafef854090f8aa47
File:วัดพนัญเชิงวรวิหาร 6.JPG,วัดพนัญเชิงวรวิหาร 6.JPG,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Yakuzakorat,5472,3648,https://upload.wikimedia.org/wikipedia/commons/d/d3/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_6.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%206.JPG,2af106f6d4a6af966f376527501528d3a73b2e37
File:วัดพนัญเชิงวรวิหาร 7.JPG,วัดพนัญเชิงวรวิหาร 7.JPG,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Yakuzakorat,3648,5472,https://upload.wikimedia.org/wikipedia/commons/b/be/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_7.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%207.JPG,db0daa45b631c17f542fa5df23f3a6c56b7e7440
File:วัดพนัญเชิงวรวิหาร 8.JPG,วัดพนัญเชิงวรวิหาร 8.JPG,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Yakuzakorat,5472,3648,https://upload.wikimedia.org/wikipedia/commons/f/f0/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_8.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%208.JPG,ba282a88e5818b721735fb8cd8b9a341c89048ac
File:วัดพนัญเชิงวรวิหาร 9.JPG,วัดพนัญเชิงวรวิหาร 9.JPG,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Yakuzakorat,5472,3648,https://upload.wikimedia.org/wikipedia/commons/1/11/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_9.JPG,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%209.JPG,b41e300dd55ce7c73d33e55ecb46260b0d303263
File:วัดพนัญเชิงวรวิหาร by Pholtograph.jpg,วัดพนัญเชิงวรวิหาร by Pholtograph.jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 3.0,Pholtograph,3600,2400,https://upload.wikimedia.org/wikipedia/commons/e/e9/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_by_Pholtograph.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20by%20Pholtograph.jpg,96dd836a3742902bcd6ef20c08222cf5dfce85a2
File:วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (2).jpg,วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (2).jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 4.0,กสิณธร ราชโอรส,3240,4320,https://upload.wikimedia.org/wikipedia/commons/e/e4/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2_%282%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2%20%282%29.jpg,43c39116dc83d060d7fa6e232b31332cd13ed67b
File:วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (3).jpg,วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (3).jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 4.0,กสิณธร ราชโอรส,4320,3240,https://upload.wikimedia.org/wikipedia/commons/e/e1/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2_%283%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2%20%283%29.jpg,9c4506c2bca77baa1fbf9b1de2a005a7ee314b66
File:วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (4).jpg,วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (4).jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 4.0,กสิณธร ราชโอรส,3240,4320,https://upload.wikimedia.org/wikipedia/commons/d/dc/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2_%284%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2%20%284%29.jpg,4a59835386c4803d74bb4e8193477cfe2a142cb2
File:วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (5).jpg,วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (5).jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 4.0,กสิณธร ราชโอรส,3240,4320,https://upload.wikimedia.org/wikipedia/commons/8/80/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2_%285%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2%20%285%29.jpg,2b986653cfa77e5d1ce4a452da750a9833e3eefa
File:วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (6).jpg,วัดพนัญเชิงวรวิหาร จ.พระนครศรีอยุธยา (6).jpg,"Phra Phuttha Trairattananayok, Wat Phanan Choeng",seated_unknown,thailand,Wat Phanan Choeng,CC BY-SA 4.0,กสิณธร ราชโอรส,3240,4320,https://upload.wikimedia.org/wikipedia/commons/2/2c/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3_%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2_%286%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%99%E0%B8%B1%E0%B8%8D%E0%B9%80%E0%B8%8A%E0%B8%B4%E0%B8%87%E0%B8%A7%E0%B8%A3%E0%B8%A7%E0%B8%B4%E0%B8%AB%E0%B8%B2%E0%B8%A3%20%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2%20%286%29.jpg,aaf29e900e0cf26725a0ae96c739fff9dbfd4483
